occ_2d,year,stock_occ,exp_stock_tot,full_time_equiv,wage,implied_price
17,1985,1.26e+11,9.28e+10,9380901,9.88707,.7381759
17,1986,1.31e+11,1.09e+11,9690681,10.22514,.8294867
17,1987,1.37e+11,1.12e+11,1.01e+07,9.827222,.8150192
17,1988,1.39e+11,1.09e+11,1.03e+07,9.597653,.7811649
17,1989,1.42e+11,1.02e+11,1.02e+07,9.443945,.7204577
17,1990,1.44e+11,9.50e+10,1.03e+07,9.769845,.6621864
17,1991,1.47e+11,1.03e+11,9867503,9.655021,.7012262
17,1992,1.51e+11,1.09e+11,9653776,9.907459,.7212165
17,1993,1.68e+11,1.05e+11,1.05e+07,9.842125,.6207496
17,1994,1.80e+11,1.14e+11,1.06e+07,9.368676,.6341167
17,1995,1.93e+11,1.16e+11,1.12e+07,9.883482,.6012965
17,1996,2.06e+11,1.19e+11,1.14e+07,9.861051,.5791865
17,1997,2.24e+11,1.32e+11,1.14e+07,10.10109,.5873345
17,1998,2.50e+11,1.41e+11,1.21e+07,10.21368,.5632697
17,1999,2.71e+11,1.54e+11,1.23e+07,10.13815,.5678146
17,2000,2.83e+11,1.51e+11,1.28e+07,10.47942,.5322096
17,2001,2.89e+11,1.34e+11,1.25e+07,10.70712,.4617072
17,2002,2.80e+11,1.30e+11,1.14e+07,10.38042,.4638798
17,2003,2.94e+11,1.22e+11,1.16e+07,10.73286,.4141892
17,2004,3.16e+11,1.30e+11,1.22e+07,10.41982,.4113976
17,2005,3.38e+11,1.33e+11,1.24e+07,10.46039,.394181
17,2006,3.49e+11,1.26e+11,1.25e+07,10.42587,.360765
17,2007,3.61e+11,1.36e+11,1.28e+07,10.29519,.3771187
17,2008,3.31e+11,7.95e+10,1.21e+07,10.68156,.2401984
17,2009,3.35e+11,1.42e+11,1.06e+07,11.47078,.4253873
17,2010,3.41e+11,1.09e+11,1.03e+07,10.63627,.3197654
17,2011,3.56e+11,9.98e+10,1.07e+07,11.88035,.2807222
17,2012,3.90e+11,1.21e+11,1.13e+07,10.87849,.3097774
17,2013,4.18e+11,1.20e+11,1.17e+07,10.95543,.2877401
17,2014,4.32e+11,1.14e+11,1.21e+07,10.79707,.2632042
17,2015,4.47e+11,1.19e+11,1.24e+07,11.18813,.2673388
18,1984,2.24e+10,2.24e+10,2587356,9.836113,1
18,1985,2.37e+10,1.84e+10,2851194,9.954191,.7770202
18,1986,2.52e+10,2.07e+10,2925945,10.03558,.8198217
18,1987,2.56e+10,2.04e+10,2985606,9.489861,.7959365
18,1988,2.67e+10,2.21e+10,3149794,10.25998,.8291575
18,1989,2.65e+10,1.97e+10,3190602,9.958875,.7419184
18,1990,2.70e+10,1.88e+10,3040447,10.21471,.697097
18,1991,2.48e+10,1.84e+10,2627782,9.290374,.7397012
18,1992,2.66e+10,1.98e+10,2747383,9.307851,.7448669
18,1993,2.73e+10,1.82e+10,2827434,9.167232,.6673287
18,1994,3.09e+10,1.92e+10,3219235,9.793038,.6222132
18,1995,3.33e+10,2.12e+10,3351701,9.263274,.6346032
18,1996,3.75e+10,2.36e+10,3532581,9.928571,.6287778
18,1997,4.25e+10,2.56e+10,3770494,10.17679,.6013985
18,1998,4.75e+10,2.81e+10,4058365,9.575057,.5922565
18,1999,5.43e+10,3.25e+10,4155179,10.18052,.5988195
18,2000,6.03e+10,3.27e+10,4558247,10.18689,.5427667
18,2001,6.46e+10,3.35e+10,4502242,11.25059,.5184294
18,2002,6.93e+10,3.55e+10,4394279,10.86358,.5113083
18,2003,7.18e+10,3.35e+10,4285888,10.89097,.4660064
18,2004,8.01e+10,3.42e+10,4732517,10.33372,.4278046
18,2005,8.42e+10,3.49e+10,4834275,10.5052,.4149609
18,2006,8.86e+10,3.47e+10,5003695,10.09166,.3911829
18,2007,8.83e+10,3.32e+10,4590732,10.36826,.376749
18,2008,7.83e+10,2.64e+10,3869632,11.54613,.3368579
18,2009,7.49e+10,2.99e+10,3180562,11.70052,.3989515
18,2010,7.53e+10,2.84e+10,3030739,10.78347,.3769275
18,2011,8.35e+10,2.97e+10,3261283,10.73213,.3550605
18,2012,8.82e+10,3.16e+10,3294033,9.771286,.358085
18,2013,9.37e+10,3.27e+10,3366557,10.0951,.349328
18,2014,1.09e+11,3.60e+10,3909305,10.00331,.3318345
18,2015,1.06e+11,3.52e+10,3802984,11.71088,.3326994
19,1984,4.97e+08,4.97e+08,103778.9,11.45677,1
19,1985,5.00e+08,3.87e+08,108262.7,10.33672,.7739751
19,1986,3.96e+08,3.42e+08,76428.76,12.29099,.862209
19,1987,3.60e+08,2.85e+08,80967.44,11.05039,.7905132
19,1988,2.93e+08,2.39e+08,68491.15,12.04891,.8146255
19,1989,4.41e+08,3.26e+08,97291.58,11.03521,.7397883
19,1990,3.66e+08,2.47e+08,81948.07,11.77413,.6764392
19,1991,3.65e+08,2.61e+08,82392.36,10.07423,.7133588
19,1992,3.67e+08,2.80e+08,77968.55,9.585837,.7623563
19,1993,3.42e+08,2.19e+08,69960.18,10.14803,.6403049
19,1994,3.19e+08,2.06e+08,63486.87,10.57077,.6466546
19,1995,4.57e+08,2.78e+08,95963.91,10.77458,.6078811
19,1996,5.23e+08,3.10e+08,99547.99,11.04013,.5927451
19,1997,5.32e+08,3.17e+08,92322.37,10.98672,.5963076
19,1998,6.85e+08,4.00e+08,110001,10.34061,.5841155
19,1999,5.39e+08,3.15e+08,81757.7,9.624113,.5835496
19,2000,6.51e+08,3.43e+08,91534.56,11.65122,.527181
19,2001,6.31e+08,3.05e+08,82707.95,12.04759,.4828003
19,2002,7.53e+08,3.87e+08,85000.29,10.73588,.5133888
19,2003,9.27e+08,4.18e+08,98049.91,8.690435,.4508641
19,2004,1.28e+09,5.18e+08,139831.9,10.62007,.405892
19,2005,1.60e+09,6.21e+08,154543,10.1083,.389011
19,2006,2.02e+09,7.69e+08,181536.6,12.71148,.3805385
19,2007,1.85e+09,6.94e+08,141718.3,11.71695,.3743577
19,2008,2.84e+09,9.68e+08,208559.5,11.86155,.3412826
19,2009,2.07e+09,8.19e+08,118910.5,15.9328,.3953777
19,2010,4.52e+09,1.83e+09,230778.3,12.40025,.4048474
19,2011,4.29e+09,1.42e+09,180377.3,15.53805,.3306535
19,2012,5.43e+09,1.95e+09,228130.9,14.1041,.358803
19,2013,6.55e+09,2.25e+09,241379.7,10.77332,.343749
19,2014,5.75e+09,1.94e+09,223303.6,15.21882,.3366643
19,2015,3.90e+09,1.32e+09,147638.5,12.57493,.3368511
20,1984,2.45e+10,2.45e+10,3163654,9.608356,1
20,1985,2.50e+10,1.80e+10,3159516,9.939742,.7176864
20,1986,2.43e+10,1.60e+10,3009660,10.00701,.6588783
20,1987,2.48e+10,1.76e+10,3111643,9.521424,.71014
20,1988,2.92e+10,2.18e+10,3254901,9.656504,.7479466
20,1989,3.05e+10,2.04e+10,3268568,9.068247,.6690894
20,1990,2.77e+10,1.61e+10,2996048,8.648984,.5808442
20,1991,3.00e+10,1.75e+10,2914534,9.235759,.5844529
20,1992,3.11e+10,1.83e+10,2926497,9.491875,.5888988
20,1993,3.30e+10,1.88e+10,3100902,9.48278,.5702153
20,1994,3.41e+10,1.70e+10,3082891,9.907393,.4995619
20,1995,3.61e+10,1.87e+10,3046124,9.370699,.5173964
20,1996,4.04e+10,1.98e+10,3214540,10.24419,.4907378
20,1997,4.66e+10,2.22e+10,3210922,10.10062,.475898
20,1998,4.67e+10,2.14e+10,3037530,9.892505,.4584528
20,1999,4.71e+10,2.11e+10,3017457,9.932381,.4481013
20,2000,5.14e+10,2.09e+10,3086954,10.36941,.4063216
20,2001,5.32e+10,2.00e+10,2948779,10.9077,.376695
20,2002,6.73e+10,2.38e+10,3054628,10.81861,.3537565
20,2003,6.75e+10,2.28e+10,3011995,10.5077,.3373793
20,2004,6.95e+10,2.19e+10,2947760,10.64287,.3150007
20,2005,6.97e+10,2.16e+10,2950289,9.921172,.3094244
20,2006,7.25e+10,2.12e+10,3086393,10.83536,.2932714
20,2007,6.83e+10,1.90e+10,2892398,10.40223,.2786891
20,2008,6.17e+10,1.48e+10,2573431,10.97812,.2392634
20,2009,6.12e+10,1.66e+10,2332189,11.35275,.2716486
20,2010,7.47e+10,1.93e+10,2742037,10.16986,.258642
20,2011,7.30e+10,1.93e+10,2713986,10.25515,.2651225
20,2012,6.76e+10,1.65e+10,2493538,11.70069,.2436806
20,2013,7.54e+10,1.83e+10,2728875,10.45136,.2424901
20,2014,6.42e+10,1.42e+10,2525954,10.40177,.2215301
20,2015,6.55e+10,1.51e+10,2564823,11.46334,.2307079
21,1984,1.61e+10,1.61e+10,6058809,8.273159,1
21,1985,1.72e+10,1.32e+10,6008434,8.677781,.7683196
21,1986,1.88e+10,1.47e+10,6040737,8.20872,.7841594
21,1987,2.12e+10,1.64e+10,6496479,8.2848,.7727421
21,1988,2.34e+10,1.83e+10,6633081,7.883999,.7815478
21,1989,2.50e+10,1.73e+10,6364578,8.085361,.6921489
21,1990,2.69e+10,1.70e+10,6406200,8.200505,.6324036
21,1991,2.79e+10,1.81e+10,5935365,7.619433,.649106
21,1992,3.08e+10,1.99e+10,5843620,8.00237,.6459319
21,1993,3.34e+10,1.95e+10,6133235,7.988978,.5818849
21,1994,3.96e+10,2.19e+10,6545064,8.087583,.55219
21,1995,4.33e+10,2.37e+10,6673416,9.638731,.5474917
21,1996,4.81e+10,2.52e+10,6763518,8.06456,.523404
21,1997,5.28e+10,2.67e+10,6675902,8.512954,.5064674
21,1998,5.70e+10,2.81e+10,6466904,8.592975,.492992
21,1999,6.52e+10,3.13e+10,6641986,8.597741,.480034
21,2000,6.88e+10,3.00e+10,6444537,8.756453,.4363397
21,2001,6.68e+10,2.70e+10,5761019,9.014589,.4039181
21,2002,6.53e+10,2.56e+10,5139032,8.882768,.3912455
21,2003,6.76e+10,2.41e+10,4967309,8.755741,.3564267
21,2004,7.21e+10,2.40e+10,5090925,9.078493,.3324585
21,2005,7.65e+10,2.41e+10,5037439,8.473885,.3156624
21,2006,8.15e+10,2.38e+10,5099950,8.799608,.2922501
21,2007,8.53e+10,2.48e+10,4986395,8.697706,.2906279
21,2008,7.91e+10,1.85e+10,4333191,8.971892,.2339959
21,2009,7.76e+10,2.32e+10,3602328,9.168109,.2992119
21,2010,8.48e+10,2.24e+10,3864329,9.138564,.2641775
21,2011,9.74e+10,2.47e+10,4128394,8.792622,.253995
21,2012,1.05e+11,2.67e+10,4253277,8.905098,.2541933
21,2013,1.13e+11,2.76e+10,4354723,9.757946,.2441171
21,2014,1.29e+11,2.92e+10,4666900,10.47652,.2266393
21,2015,1.38e+11,3.14e+10,4803832,9.322635,.2272006
